Confirmed;Country/Region;Date;Deaths;Lat;Long;Anzahl der Datensätze;Province/State;Recovered
104;China;07.02.2020;0;37.5777;112.2922;1;Shanxi;15
115;China;08.02.2020;0;37.5777;112.2922;1;Shanxi;21
119;China;09.02.2020;0;37.5777;112.2922;1;Shanxi;25
133;China;01.03.2020;0;37.5777;112.2922;1;Shanxi;116
133;China;10.03.2020;0;37.5777;112.2922;1;Shanxi;131
133;China;11.03.2020;0;37.5777;112.2922;1;Shanxi;131
133;China;12.03.2020;0;37.5777;112.2922;1;Shanxi;132
133;China;13.03.2020;0;37.5777;112.2922;1;Shanxi;133
133;China;14.03.2020;0;37.5777;112.2922;1;Shanxi;133
133;China;15.03.2020;0;37.5777;112.2922;1;Shanxi;133
133;China;16.03.2020;0;37.5777;112.2922;1;Shanxi;133
133;China;17.03.2020;0;37.5777;112.2922;1;Shanxi;133
133;China;18.03.2020;0;37.5777;112.2922;1;Shanxi;133
133;China;19.03.2020;0;37.5777;112.2922;1;Shanxi;133
133;China;02.03.2020;0;37.5777;112.2922;1;Shanxi;119
133;China;20.03.2020;0;37.5777;112.2922;1;Shanxi;133
133;China;21.03.2020;0;37.5777;112.2922;1;Shanxi;133
133;China;22.03.2020;0;37.5777;112.2922;1;Shanxi;133
134;China;23.03.2020;0;37.5777;112.2922;1;Shanxi;133
134;China;24.03.2020;0;37.5777;112.2922;1;Shanxi;133
134;China;25.03.2020;0;37.5777;112.2922;1;Shanxi;133
135;China;26.03.2020;0;37.5777;112.2922;1;Shanxi;133
135;China;27.03.2020;0;37.5777;112.2922;1;Shanxi;133
135;China;28.03.2020;0;37.5777;112.2922;1;Shanxi;133
136;China;29.03.2020;0;37.5777;112.2922;1;Shanxi;133
133;China;03.03.2020;0;37.5777;112.2922;1;Shanxi;124
136;China;30.03.2020;0;37.5777;112.2922;1;Shanxi;133
136;China;31.03.2020;0;37.5777;112.2922;1;Shanxi;133
133;China;04.03.2020;0;37.5777;112.2922;1;Shanxi;124
133;China;05.03.2020;0;37.5777;112.2922;1;Shanxi;126
133;China;06.03.2020;0;37.5777;112.2922;1;Shanxi;126
133;China;07.03.2020;0;37.5777;112.2922;1;Shanxi;126
133;China;08.03.2020;0;37.5777;112.2922;1;Shanxi;126
133;China;09.03.2020;0;37.5777;112.2922;1;Shanxi;127
5;China;22.01.2020;0;30.6171;102.7103;1;Sichuan;0
8;China;23.01.2020;0;30.6171;102.7103;1;Sichuan;0
15;China;24.01.2020;0;30.6171;102.7103;1;Sichuan;0
28;China;25.01.2020;0;30.6171;102.7103;1;Sichuan;0
44;China;26.01.2020;0;30.6171;102.7103;1;Sichuan;0
69;China;27.01.2020;0;30.6171;102.7103;1;Sichuan;0
90;China;28.01.2020;0;30.6171;102.7103;1;Sichuan;0
108;China;29.01.2020;1;30.6171;102.7103;1;Sichuan;1
142;China;30.01.2020;1;30.6171;102.7103;1;Sichuan;1
177;China;31.01.2020;1;30.6171;102.7103;1;Sichuan;1
207;China;01.02.2020;1;30.6171;102.7103;1;Sichuan;3
405;China;10.02.2020;1;30.6171;102.7103;1;Sichuan;80
417;China;11.02.2020;1;30.6171;102.7103;1;Sichuan;85
436;China;12.02.2020;1;30.6171;102.7103;1;Sichuan;92
451;China;13.02.2020;1;30.6171;102.7103;1;Sichuan;104
463;China;14.02.2020;1;30.6171;102.7103;1;Sichuan;114
470;China;15.02.2020;1;30.6171;102.7103;1;Sichuan;119
481;China;16.02.2020;3;30.6171;102.7103;1;Sichuan;131
495;China;17.02.2020;3;30.6171;102.7103;1;Sichuan;156
508;China;18.02.2020;3;30.6171;102.7103;1;Sichuan;169
514;China;19.02.2020;3;30.6171;102.7103;1;Sichuan;188
231;China;02.02.2020;1;30.6171;102.7103;1;Sichuan;11
520;China;20.02.2020;3;30.6171;102.7103;1;Sichuan;217
525;China;21.02.2020;3;30.6171;102.7103;1;Sichuan;231
526;China;22.02.2020;3;30.6171;102.7103;1;Sichuan;250
526;China;23.02.2020;3;30.6171;102.7103;1;Sichuan;261
527;China;24.02.2020;3;30.6171;102.7103;1;Sichuan;276
529;China;25.02.2020;3;30.6171;102.7103;1;Sichuan;289
531;China;26.02.2020;3;30.6171;102.7103;1;Sichuan;307
534;China;27.02.2020;3;30.6171;102.7103;1;Sichuan;321
538;China;28.02.2020;3;30.6171;102.7103;1;Sichuan;338
538;China;29.02.2020;3;30.6171;102.7103;1;Sichuan;351
254;China;03.02.2020;1;30.6171;102.7103;1;Sichuan;14
282;China;04.02.2020;1;30.6171;102.7103;1;Sichuan;14
301;China;05.02.2020;1;30.6171;102.7103;1;Sichuan;24
321;China;06.02.2020;1;30.6171;102.7103;1;Sichuan;31
344;China;07.02.2020;1;30.6171;102.7103;1;Sichuan;42
364;China;08.02.2020;1;30.6171;102.7103;1;Sichuan;60
386;China;09.02.2020;1;30.6171;102.7103;1;Sichuan;71
538;China;01.03.2020;3;30.6171;102.7103;1;Sichuan;365
539;China;10.03.2020;3;30.6171;102.7103;1;Sichuan;478
539;China;11.03.2020;3;30.6171;102.7103;1;Sichuan;488
539;China;12.03.2020;3;30.6171;102.7103;1;Sichuan;498
539;China;13.03.2020;3;30.6171;102.7103;1;Sichuan;503
539;China;14.03.2020;3;30.6171;102.7103;1;Sichuan;511
539;China;15.03.2020;3;30.6171;102.7103;1;Sichuan;516
539;China;16.03.2020;3;30.6171;102.7103;1;Sichuan;516
540;China;17.03.2020;3;30.6171;102.7103;1;Sichuan;520
540;China;18.03.2020;3;30.6171;102.7103;1;Sichuan;525
540;China;19.03.2020;3;30.6171;102.7103;1;Sichuan;536
538;China;02.03.2020;3;30.6171;102.7103;1;Sichuan;386
541;China;20.03.2020;3;30.6171;102.7103;1;Sichuan;536
542;China;21.03.2020;3;30.6171;102.7103;1;Sichuan;536
543;China;22.03.2020;3;30.6171;102.7103;1;Sichuan;536
543;China;23.03.2020;3;30.6171;102.7103;1;Sichuan;536
545;China;24.03.2020;3;30.6171;102.7103;1;Sichuan;536
547;China;25.03.2020;3;30.6171;102.7103;1;Sichuan;536
547;China;26.03.2020;3;30.6171;102.7103;1;Sichuan;536
548;China;27.03.2020;3;30.6171;102.7103;1;Sichuan;536
548;China;28.03.2020;3;30.6171;102.7103;1;Sichuan;536
550;China;29.03.2020;3;30.6171;102.7103;1;Sichuan;536
538;China;03.03.2020;3;30.6171;102.7103;1;Sichuan;394
550;China;30.03.2020;3;30.6171;102.7103;1;Sichuan;536
550;China;31.03.2020;3;30.6171;102.7103;1;Sichuan;536
538;China;04.03.2020;3;30.6171;102.7103;1;Sichuan;406
539;China;05.03.2020;3;30.6171;102.7103;1;Sichuan;425
539;China;06.03.2020;3;30.6171;102.7103;1;Sichuan;442
539;China;07.03.2020;3;30.6171;102.7103;1;Sichuan;454
539;China;08.03.2020;3;30.6171;102.7103;1;Sichuan;464
539;China;09.03.2020;3;30.6171;102.7103;1;Sichuan;466
4;China;22.01.2020;0;39.3054;117.323;1;Tianjin;0
4;China;23.01.2020;0;39.3054;117.323;1;Tianjin;0
8;China;24.01.2020;0;39.3054;117.323;1;Tianjin;0
10;China;25.01.2020;0;39.3054;117.323;1;Tianjin;0
14;China;26.01.2020;0;39.3054;117.323;1;Tianjin;0
23;China;27.01.2020;0;39.3054;117.323;1;Tianjin;0
24;China;28.01.2020;0;39.3054;117.323;1;Tianjin;0
27;China;29.01.2020;0;39.3054;117.323;1;Tianjin;0
31;China;30.01.2020;0;39.3054;117.323;1;Tianjin;0
32;China;31.01.2020;0;39.3054;117.323;1;Tianjin;0
41;China;01.02.2020;0;39.3054;117.323;1;Tianjin;0
95;China;10.02.2020;1;39.3054;117.323;1;Tianjin;8
106;China;11.02.2020;2;39.3054;117.323;1;Tianjin;10
112;China;12.02.2020;2;39.3054;117.323;1;Tianjin;11
119;China;13.02.2020;3;39.3054;117.323;1;Tianjin;21
120;China;14.02.2020;3;39.3054;117.323;1;Tianjin;31
122;China;15.02.2020;3;39.3054;117.323;1;Tianjin;37
124;China;16.02.2020;3;39.3054;117.323;1;Tianjin;45
125;China;17.02.2020;3;39.3054;117.323;1;Tianjin;46
128;China;18.02.2020;3;39.3054;117.323;1;Tianjin;48
130;China;19.02.2020;3;39.3054;117.323;1;Tianjin;54
48;China;02.02.2020;0;39.3054;117.323;1;Tianjin;1
131;China;20.02.2020;3;39.3054;117.323;1;Tianjin;59
132;China;21.02.2020;3;39.3054;117.323;1;Tianjin;62
135;China;22.02.2020;3;39.3054;117.323;1;Tianjin;65
135;China;23.02.2020;3;39.3054;117.323;1;Tianjin;81
135;China;24.02.2020;3;39.3054;117.323;1;Tianjin;87
135;China;25.02.2020;3;39.3054;117.323;1;Tianjin;91
135;China;26.02.2020;3;39.3054;117.323;1;Tianjin;96
136;China;27.02.2020;3;39.3054;117.323;1;Tianjin;102
136;China;28.02.2020;3;39.3054;117.323;1;Tianjin;102
136;China;29.02.2020;3;39.3054;117.323;1;Tianjin;109
60;China;03.02.2020;0;39.3054;117.323;1;Tianjin;1
67;China;04.02.2020;0;39.3054;117.323;1;Tianjin;2
69;China;05.02.2020;1;39.3054;117.323;1;Tianjin;2
79;China;06.02.2020;1;39.3054;117.323;1;Tianjin;2
81;China;07.02.2020;1;39.3054;117.323;1;Tianjin;2
88;China;08.02.2020;1;39.3054;117.323;1;Tianjin;4
91;China;09.02.2020;1;39.3054;117.323;1;Tianjin;4
136;China;01.03.2020;3;39.3054;117.323;1;Tianjin;111
136;China;10.03.2020;3;39.3054;117.323;1;Tianjin;131
136;China;11.03.2020;3;39.3054;117.323;1;Tianjin;131
136;China;12.03.2020;3;39.3054;117.323;1;Tianjin;132
136;China;13.03.2020;3;39.3054;117.323;1;Tianjin;132
136;China;14.03.2020;3;39.3054;117.323;1;Tianjin;132
136;China;15.03.2020;3;39.3054;117.323;1;Tianjin;133
136;China;16.03.2020;3;39.3054;117.323;1;Tianjin;133
136;China;17.03.2020;3;39.3054;117.323;1;Tianjin;133
136;China;18.03.2020;3;39.3054;117.323;1;Tianjin;133
137;China;19.03.2020;3;39.3054;117.323;1;Tianjin;133
136;China;02.03.2020;3;39.3054;117.323;1;Tianjin;111
137;China;20.03.2020;3;39.3054;117.323;1;Tianjin;133
137;China;21.03.2020;3;39.3054;117.323;1;Tianjin;133
137;China;22.03.2020;3;39.3054;117.323;1;Tianjin;133
141;China;23.03.2020;3;39.3054;117.323;1;Tianjin;133
145;China;24.03.2020;3;39.3054;117.323;1;Tianjin;133
145;China;25.03.2020;3;39.3054;117.323;1;Tianjin;133
151;China;26.03.2020;3;39.3054;117.323;1;Tianjin;133
155;China;27.03.2020;3;39.3054;117.323;1;Tianjin;133
161;China;28.03.2020;3;39.3054;117.323;1;Tianjin;133
166;China;29.03.2020;3;39.3054;117.323;1;Tianjin;133
136;China;03.03.2020;3;39.3054;117.323;1;Tianjin;124
174;China;30.03.2020;3;39.3054;117.323;1;Tianjin;133
174;China;31.03.2020;3;39.3054;117.323;1;Tianjin;135
136;China;04.03.2020;3;39.3054;117.323;1;Tianjin;124
136;China;05.03.2020;3;39.3054;117.323;1;Tianjin;128
136;China;06.03.2020;3;39.3054;117.323;1;Tianjin;128
136;China;07.03.2020;3;39.3054;117.323;1;Tianjin;128
136;China;08.03.2020;3;39.3054;117.323;1;Tianjin;128
136;China;09.03.2020;3;39.3054;117.323;1;Tianjin;130
0;China;22.01.2020;0;31.6927;88.0924;1;Tibet;0
0;China;23.01.2020;0;31.6927;88.0924;1;Tibet;0
0;China;24.01.2020;0;31.6927;88.0924;1;Tibet;0
0;China;25.01.2020;0;31.6927;88.0924;1;Tibet;0
0;China;26.01.2020;0;31.6927;88.0924;1;Tibet;0
0;China;27.01.2020;0;31.6927;88.0924;1;Tibet;0
0;China;28.01.2020;0;31.6927;88.0924;1;Tibet;0
0;China;29.01.2020;0;31.6927;88.0924;1;Tibet;0
1;China;30.01.2020;0;31.6927;88.0924;1;Tibet;0
1;China;31.01.2020;0;31.6927;88.0924;1;Tibet;0
1;China;01.02.2020;0;31.6927;88.0924;1;Tibet;0
1;China;10.02.2020;0;31.6927;88.0924;1;Tibet;0
1;China;11.02.2020;0;31.6927;88.0924;1;Tibet;0
1;China;12.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;13.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;14.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;15.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;16.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;17.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;18.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;19.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;02.02.2020;0;31.6927;88.0924;1;Tibet;0
1;China;20.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;21.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;22.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;23.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;24.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;25.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;26.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;27.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;28.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;29.02.2020;0;31.6927;88.0924;1;Tibet;1
1;China;03.02.2020;0;31.6927;88.0924;1;Tibet;0
1;China;04.02.2020;0;31.6927;88.0924;1;Tibet;0
1;China;05.02.2020;0;31.6927;88.0924;1;Tibet;0
1;China;06.02.2020;0;31.6927;88.0924;1;Tibet;0
1;China;07.02.2020;0;31.6927;88.0924;1;Tibet;0
1;China;08.02.2020;0;31.6927;88.0924;1;Tibet;0
1;China;09.02.2020;0;31.6927;88.0924;1;Tibet;0
1;China;01.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;10.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;11.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;12.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;13.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;14.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;15.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;16.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;17.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;18.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;19.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;02.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;20.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;21.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;22.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;23.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;24.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;25.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;26.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;27.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;28.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;29.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;03.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;30.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;31.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;04.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;05.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;06.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;07.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;08.03.2020;0;31.6927;88.0924;1;Tibet;1
1;China;09.03.2020;0;31.6927;88.0924;1;Tibet;1
0;China;22.01.2020;0;41.1129;85.2401;1;Xinjiang;0
2;China;23.01.2020;0;41.1129;85.2401;1;Xinjiang;0
2;China;24.01.2020;0;41.1129;85.2401;1;Xinjiang;0
3;China;25.01.2020;0;41.1129;85.2401;1;Xinjiang;0
4;China;26.01.2020;0;41.1129;85.2401;1;Xinjiang;0
5;China;27.01.2020;0;41.1129;85.2401;1;Xinjiang;0
10;China;28.01.2020;0;41.1129;85.2401;1;Xinjiang;0
13;China;29.01.2020;0;41.1129;85.2401;1;Xinjiang;0
14;China;30.01.2020;0;41.1129;85.2401;1;Xinjiang;0
17;China;31.01.2020;0;41.1129;85.2401;1;Xinjiang;0
18;China;01.02.2020;0;41.1129;85.2401;1;Xinjiang;0
49;China;10.02.2020;0;41.1129;85.2401;1;Xinjiang;0
55;China;11.02.2020;0;41.1129;85.2401;1;Xinjiang;3
59;China;12.02.2020;0;41.1129;85.2401;1;Xinjiang;3
63;China;13.02.2020;1;41.1129;85.2401;1;Xinjiang;6
65;China;14.02.2020;1;41.1129;85.2401;1;Xinjiang;6
70;China;15.02.2020;1;41.1129;85.2401;1;Xinjiang;10
71;China;16.02.2020;1;41.1129;85.2401;1;Xinjiang;12
75;China;17.02.2020;1;41.1129;85.2401;1;Xinjiang;12
76;China;18.02.2020;1;41.1129;85.2401;1;Xinjiang;12
76;China;19.02.2020;1;41.1129;85.2401;1;Xinjiang;20
21;China;02.02.2020;0;41.1129;85.2401;1;Xinjiang;0
76;China;20.02.2020;1;41.1129;85.2401;1;Xinjiang;22
76;China;21.02.2020;1;41.1129;85.2401;1;Xinjiang;24
76;China;22.02.2020;2;41.1129;85.2401;1;Xinjiang;25
76;China;23.02.2020;2;41.1129;85.2401;1;Xinjiang;28
76;China;24.02.2020;2;41.1129;85.2401;1;Xinjiang;30
76;China;25.02.2020;2;41.1129;85.2401;1;Xinjiang;30
76;China;26.02.2020;2;41.1129;85.2401;1;Xinjiang;34
76;China;27.02.2020;2;41.1129;85.2401;1;Xinjiang;43
76;China;28.02.2020;3;41.1129;85.2401;1;Xinjiang;52
76;China;29.02.2020;3;41.1129;85.2401;1;Xinjiang;62
24;China;03.02.2020;0;41.1129;85.2401;1;Xinjiang;0
29;China;04.02.2020;0;41.1129;85.2401;1;Xinjiang;0
32;China;05.02.2020;0;41.1129;85.2401;1;Xinjiang;0
36;China;06.02.2020;0;41.1129;85.2401;1;Xinjiang;0
39;China;07.02.2020;0;41.1129;85.2401;1;Xinjiang;0
42;China;08.02.2020;0;41.1129;85.2401;1;Xinjiang;0
45;China;09.02.2020;0;41.1129;85.2401;1;Xinjiang;0
76;China;01.03.2020;3;41.1129;85.2401;1;Xinjiang;64
76;China;10.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;11.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;12.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;13.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;14.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;15.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;16.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;17.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;18.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;19.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;02.03.2020;3;41.1129;85.2401;1;Xinjiang;66
76;China;20.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;21.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;22.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;23.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;24.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;25.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;26.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;27.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;28.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;29.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;03.03.2020;3;41.1129;85.2401;1;Xinjiang;68
76;China;30.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;31.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;04.03.2020;3;41.1129;85.2401;1;Xinjiang;69
76;China;05.03.2020;3;41.1129;85.2401;1;Xinjiang;70
76;China;06.03.2020;3;41.1129;85.2401;1;Xinjiang;71
76;China;07.03.2020;3;41.1129;85.2401;1;Xinjiang;72
76;China;08.03.2020;3;41.1129;85.2401;1;Xinjiang;73
76;China;09.03.2020;3;41.1129;85.2401;1;Xinjiang;73
1;China;22.01.2020;0;24.974;101.487;1;Yunnan;0
2;China;23.01.2020;0;24.974;101.487;1;Yunnan;0
5;China;24.01.2020;0;24.974;101.487;1;Yunnan;0
11;China;25.01.2020;0;24.974;101.487;1;Yunnan;0
16;China;26.01.2020;0;24.974;101.487;1;Yunnan;0
26;China;27.01.2020;0;24.974;101.487;1;Yunnan;0
44;China;28.01.2020;0;24.974;101.487;1;Yunnan;0
55;China;29.01.2020;0;24.974;101.487;1;Yunnan;0
70;China;30.01.2020;0;24.974;101.487;1;Yunnan;0
83;China;31.01.2020;0;24.974;101.487;1;Yunnan;1
93;China;01.02.2020;0;24.974;101.487;1;Yunnan;2
149;China;10.02.2020;0;24.974;101.487;1;Yunnan;19
153;China;11.02.2020;0;24.974;101.487;1;Yunnan;20
154;China;12.02.2020;0;24.974;101.487;1;Yunnan;26
156;China;13.02.2020;0;24.974;101.487;1;Yunnan;27
162;China;14.02.2020;0;24.974;101.487;1;Yunnan;36
168;China;15.02.2020;0;24.974;101.487;1;Yunnan;42
171;China;16.02.2020;0;24.974;101.487;1;Yunnan;42
171;China;17.02.2020;0;24.974;101.487;1;Yunnan;47
172;China;18.02.2020;0;24.974;101.487;1;Yunnan;57
172;China;19.02.2020;1;24.974;101.487;1;Yunnan;60
105;China;02.02.2020;0;24.974;101.487;1;Yunnan;3
174;China;20.02.2020;2;24.974;101.487;1;Yunnan;79
174;China;21.02.2020;2;24.974;101.487;1;Yunnan;96
174;China;22.02.2020;2;24.974;101.487;1;Yunnan;107
174;China;23.02.2020;2;24.974;101.487;1;Yunnan;115
174;China;24.02.2020;2;24.974;101.487;1;Yunnan;124
174;China;25.02.2020;2;24.974;101.487;1;Yunnan;129
174;China;26.02.2020;2;24.974;101.487;1;Yunnan;144
174;China;27.02.2020;2;24.974;101.487;1;Yunnan;150
174;China;28.02.2020;2;24.974;101.487;1;Yunnan;156
174;China;29.02.2020;2;24.974;101.487;1;Yunnan;157
117;China;03.02.2020;0;24.974;101.487;1;Yunnan;5
122;China;04.02.2020;0;24.974;101.487;1;Yunnan;5
128;China;05.02.2020;0;24.974;101.487;1;Yunnan;5
133;China;06.02.2020;0;24.974;101.487;1;Yunnan;7
138;China;07.02.2020;0;24.974;101.487;1;Yunnan;12
138;China;08.02.2020;0;24.974;101.487;1;Yunnan;17
141;China;09.02.2020;0;24.974;101.487;1;Yunnan;18
174;China;01.03.2020;2;24.974;101.487;1;Yunnan;163
174;China;10.03.2020;2;24.974;101.487;1;Yunnan;170
174;China;11.03.2020;2;24.974;101.487;1;Yunnan;170
174;China;12.03.2020;2;24.974;101.487;1;Yunnan;170
174;China;13.03.2020;2;24.974;101.487;1;Yunnan;170
174;China;14.03.2020;2;24.974;101.487;1;Yunnan;172
174;China;15.03.2020;2;24.974;101.487;1;Yunnan;172
176;China;16.03.2020;2;24.974;101.487;1;Yunnan;172
176;China;17.03.2020;2;24.974;101.487;1;Yunnan;172
176;China;18.03.2020;2;24.974;101.487;1;Yunnan;172
176;China;19.03.2020;2;24.974;101.487;1;Yunnan;172
174;China;02.03.2020;2;24.974;101.487;1;Yunnan;168
176;China;20.03.2020;2;24.974;101.487;1;Yunnan;172
176;China;21.03.2020;2;24.974;101.487;1;Yunnan;172
176;China;22.03.2020;2;24.974;101.487;1;Yunnan;172
176;China;23.03.2020;2;24.974;101.487;1;Yunnan;172
176;China;24.03.2020;2;24.974;101.487;1;Yunnan;172
176;China;25.03.2020;2;24.974;101.487;1;Yunnan;172
178;China;26.03.2020;2;24.974;101.487;1;Yunnan;172
180;China;27.03.2020;2;24.974;101.487;1;Yunnan;172
180;China;28.03.2020;2;24.974;101.487;1;Yunnan;172
180;China;29.03.2020;2;24.974;101.487;1;Yunnan;172
174;China;03.03.2020;2;24.974;101.487;1;Yunnan;169
180;China;30.03.2020;2;24.974;101.487;1;Yunnan;172
182;China;31.03.2020;2;24.974;101.487;1;Yunnan;172
174;China;04.03.2020;2;24.974;101.487;1;Yunnan;169
174;China;05.03.2020;2;24.974;101.487;1;Yunnan;169
174;China;06.03.2020;2;24.974;101.487;1;Yunnan;170
174;China;07.03.2020;2;24.974;101.487;1;Yunnan;170
174;China;08.03.2020;2;24.974;101.487;1;Yunnan;170
174;China;09.03.2020;2;24.974;101.487;1;Yunnan;170
10;China;22.01.2020;0;29.1832;120.0934;1;Zhejiang;0
27;China;23.01.2020;0;29.1832;120.0934;1;Zhejiang;0
43;China;24.01.2020;0;29.1832;120.0934;1;Zhejiang;1
62;China;25.01.2020;0;29.1832;120.0934;1;Zhejiang;1
104;China;26.01.2020;0;29.1832;120.0934;1;Zhejiang;1
128;China;27.01.2020;0;29.1832;120.0934;1;Zhejiang;1
173;China;28.01.2020;0;29.1832;120.0934;1;Zhejiang;3
296;China;29.01.2020;0;29.1832;120.0934;1;Zhejiang;3
428;China;30.01.2020;0;29.1832;120.0934;1;Zhejiang;4
538;China;31.01.2020;0;29.1832;120.0934;1;Zhejiang;14
599;China;01.02.2020;0;29.1832;120.0934;1;Zhejiang;21
1092;China;10.02.2020;0;29.1832;120.0934;1;Zhejiang;242
1117;China;11.02.2020;0;29.1832;120.0934;1;Zhejiang;270
1131;China;12.02.2020;0;29.1832;120.0934;1;Zhejiang;321
1145;China;13.02.2020;0;29.1832;120.0934;1;Zhejiang;360
1155;China;14.02.2020;0;29.1832;120.0934;1;Zhejiang;403
1162;China;15.02.2020;0;29.1832;120.0934;1;Zhejiang;428
1167;China;16.02.2020;0;29.1832;120.0934;1;Zhejiang;456
1171;China;17.02.2020;0;29.1832;120.0934;1;Zhejiang;507
1172;China;18.02.2020;0;29.1832;120.0934;1;Zhejiang;535
1174;China;19.02.2020;0;29.1832;120.0934;1;Zhejiang;604
661;China;02.02.2020;0;29.1832;120.0934;1;Zhejiang;32
1175;China;20.02.2020;1;29.1832;120.0934;1;Zhejiang;633
1203;China;21.02.2020;1;29.1832;120.0934;1;Zhejiang;679
1205;China;22.02.2020;1;29.1832;120.0934;1;Zhejiang;719
1205;China;23.02.2020;1;29.1832;120.0934;1;Zhejiang;760
1205;China;24.02.2020;1;29.1832;120.0934;1;Zhejiang;782
1205;China;25.02.2020;1;29.1832;120.0934;1;Zhejiang;808
1205;China;26.02.2020;1;29.1832;120.0934;1;Zhejiang;867
1205;China;27.02.2020;1;29.1832;120.0934;1;Zhejiang;932
1205;China;28.02.2020;1;29.1832;120.0934;1;Zhejiang;975
1205;China;29.02.2020;1;29.1832;120.0934;1;Zhejiang;1016
724;China;03.02.2020;0;29.1832;120.0934;1;Zhejiang;43
829;China;04.02.2020;0;29.1832;120.0934;1;Zhejiang;62
895;China;05.02.2020;0;29.1832;120.0934;1;Zhejiang;78
954;China;06.02.2020;0;29.1832;120.0934;1;Zhejiang;94
1006;China;07.02.2020;0;29.1832;120.0934;1;Zhejiang;123
1048;China;08.02.2020;0;29.1832;120.0934;1;Zhejiang;175
1075;China;09.02.2020;0;29.1832;120.0934;1;Zhejiang;201
1205;China;01.03.2020;1;29.1832;120.0934;1;Zhejiang;1046
1215;China;10.03.2020;1;29.1832;120.0934;1;Zhejiang;1191
1215;China;11.03.2020;1;29.1832;120.0934;1;Zhejiang;1195
